	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE
32	3.208001	-12.604235	8.737782	1.240382	-12.358647	9.524030	-0.264586	-14.277695	7.710834	-0.437765	-14.961096	8.122808	0.193476	-12.594832	9.712555	2.567249	-11.358493	8.203223	2.451539	-13.346443	7.023187	2.907604	-10.256308	7.434069	1.767241	-12.664645	4.507441	2.687059	-13.477590	8.934968	5.047742	-11.334027	6.110399	1.196884	-13.106584	5.278700	4.165176	-13.055907	8.500089	1.860405	-12.809245	8.310296	5.249878	-10.594839	9.737445	1.822454	-13.569217	11.125435	2.489814	-14.222471	6.647649	2.225767	-13.416819	5.786928	0.346199	-13.867012	11.030035	1.165836	-14.459243	8.607272	3.961955	-12.062401	8.412937	3.058198	-14.478828	8.567276
33	2.418872	-12.760798	8.978328	0.299865	-12.552551	9.662013	-1.038433	-14.441238	7.839584	-1.277552	-14.990894	8.227211	-0.622965	-12.603124	9.330310	1.669202	-11.507789	8.260505	1.453487	-13.242785	6.835351	1.913487	-10.242651	7.382972	0.771872	-12.811809	4.523733	1.843509	-13.444000	9.037396	4.269574	-11.250415	6.418496	0.261505	-13.116658	5.274809	3.186787	-13.090658	8.624220	0.777795	-12.464938	7.902940	4.472505	-10.673615	9.841210	1.015819	-13.709825	11.002542	1.628556	-14.206739	6.669875	1.480651	-13.453878	5.925385	-0.533920	-13.819798	11.150476	0.305587	-14.476859	8.336301	3.027987	-12.238166	8.447261	2.161846	-14.387785	8.472507
34	1.589975	-12.946584	9.143688	-0.690615	-12.752053	9.687733	-1.822870	-14.570597	7.946065	-2.130596	-15.048511	8.255561	-1.431454	-12.632358	8.878348	0.716694	-11.666466	8.235183	0.407197	-13.144603	6.611249	0.878012	-10.254799	7.240480	-0.263737	-12.961545	4.537651	0.973462	-13.457055	9.070016	3.456813	-11.257403	6.735966	-0.727185	-13.139499	5.237535	2.160712	-13.173366	8.668296	-0.326527	-12.130016	7.351331	3.644650	-10.792433	9.891202	0.167570	-13.880304	10.794086	0.746517	-14.164682	6.601646	0.694499	-13.482814	6.050830	-1.463245	-13.806099	11.134315	-0.586851	-14.472133	8.099473	2.038935	-12.405633	8.367833	1.182659	-14.287599	8.325397
35	0.712572	-13.155733	9.232474	-1.729457	-12.952245	9.600615	-2.635719	-14.638130	7.976304	-2.988013	-15.133142	8.207376	-2.240774	-12.671917	8.413199	-0.280466	-11.835234	8.140245	-0.676355	-13.059779	6.360915	-0.181973	-10.288665	7.007118	-1.329993	-13.106251	4.537941	0.082556	-13.517040	9.027958	2.606136	-11.344542	7.036773	-1.754416	-13.177689	5.175233	1.094159	-13.298383	8.628791	-1.421296	-11.853925	6.736674	2.757102	-10.944971	9.881825	-0.714311	-14.067351	10.487884	-0.148258	-14.104224	6.454611	-0.128071	-13.500492	6.150012	-2.441822	-13.821604	10.973242	-1.501776	-14.454282	7.894466	1.009243	-12.573122	8.198493	0.135284	-14.180093	8.123308
36	-0.218214	-13.374267	9.235535	-2.809393	-13.144711	9.401240	-3.499199	-14.629483	7.894899	-3.839307	-15.237844	8.090264	-3.062317	-12.714650	7.969105	-1.306034	-12.022632	8.001903	-1.783791	-12.989572	6.091539	-1.248045	-10.337907	6.690567	-2.415188	-13.238303	4.516968	-0.823701	-13.617537	8.905394	1.715591	-11.494649	7.296285	-2.805862	-13.229898	5.099005	-0.003732	-13.460176	8.511086	-2.474213	-11.706100	6.175707	1.809410	-11.122859	9.803736	-1.625439	-14.252389	10.084031	-1.048387	-14.040224	6.257406	-0.983760	-13.506423	6.212599	-3.466122	-13.865828	10.672400	-2.430972	-14.432118	7.713160	-0.041714	-12.756117	7.980299	-0.949437	-14.064622	7.864825
37	-1.201331	-13.582533	9.139630	-3.915442	-13.316497	9.091016	-4.430789	-14.543433	7.688208	-4.674574	-15.347961	7.918280	-3.904589	-12.757833	7.558208	-2.341623	-12.230017	7.839691	-2.899416	-12.938524	5.817634	-2.304613	-10.396052	6.308382	-3.507040	-13.350410	4.469685	-1.741420	-13.744856	8.695844	0.785629	-11.691837	7.495853	-3.868541	-13.291763	5.018480	-1.120140	-13.647604	8.323571	-3.463289	-11.744420	5.774622	0.813694	-11.321297	9.657446	-2.569798	-14.412459	9.599113	-1.947035	-13.992362	6.049694	-1.873699	-13.493273	6.216087	-4.528231	-13.938687	10.248154	-3.377746	-14.405567	7.532968	-1.093695	-12.962525	7.750987	-2.038369	-13.943123	7.555117
38	-2.231191	-13.757193	8.935859	-5.027966	-13.450947	8.676220	-5.434290	-14.387843	7.363374	-5.488605	-15.442544	7.703373	-4.773393	-12.798952	7.178544	-3.368794	-12.442412	7.654107	-4.006530	-12.914021	5.554338	-3.341419	-10.457536	5.887303	-4.593706	-13.435980	4.392322	-2.671744	-13.879175	8.394398	-0.179799	-11.922428	7.623304	-4.930698	-13.358653	4.937284	-2.237285	-13.841833	8.075362	-4.384603	-11.985388	5.587196	-0.210425	-11.535156	9.451502	-3.554715	-14.525157	9.063461	-2.835744	-13.978415	5.869026	-2.802222	-13.447391	6.129289	-5.613137	-14.035136	9.722694	-4.353189	-14.364285	7.322040	-2.129159	-13.182776	7.529456	-3.107289	-13.821315	7.206967
39	-3.301525	-13.874190	8.624530	-6.128735	-13.530842	8.171485	-6.493510	-14.177407	6.947543	-6.283781	-15.498355	7.444734	-5.674069	-12.830121	6.815293	-4.369059	-12.634110	7.436788	-5.089405	-12.919940	5.307259	-4.352222	-10.517789	5.456984	-5.664248	-13.489036	4.282810	-3.622814	-13.997053	8.002286	-1.172986	-12.172647	7.671852	-5.981634	-13.426169	4.851264	-3.334565	-14.018423	7.777771	-5.250912	-12.394557	5.601143	-1.245965	-11.750953	9.194243	-4.577275	-14.576751	8.511052	-3.707175	-14.002944	5.733126	-3.774719	-13.358226	5.932091	-6.698403	-14.140192	9.119258	-5.360041	-14.298346	7.060125	-3.132119	-13.394700	7.319875	-4.142474	-13.706466	6.837715
40	-4.407530	-13.913954	8.215201	-7.205705	-13.542538	7.596859	-7.574425	-13.932770	6.482189	-7.070561	-15.493161	7.125754	-6.606907	-12.839999	6.448218	-5.326158	-12.779901	7.185375	-6.136740	-12.952288	5.072392	-5.332633	-10.572080	5.041910	-6.709147	-13.504283	4.140499	-4.606450	-14.075380	7.529529	-2.182713	-12.426913	7.639839	-7.012223	-13.489365	4.751950	-4.393842	-14.152854	7.445080	-6.086552	-12.896339	5.750250	-2.286835	-11.947626	8.892887	-5.619580	-14.565296	7.970431	-4.563560	-14.049074	5.628473	-4.789717	-13.226057	5.630294	-7.759549	-14.228514	8.460515	-6.381688	-14.206568	6.750958	-4.089741	-13.575737	7.120922	-5.138851	-13.603771	6.465311
41	-5.543368	-13.866208	7.723416	-8.254579	-13.480286	6.972431	-8.637894	-13.676144	6.008622	-7.863604	-15.408567	6.721841	-7.560390	-12.822462	6.066603	-6.230959	-12.861913	6.903928	-7.144676	-12.999348	4.839496	-6.279857	-10.614092	4.655125	-7.720495	-13.478116	3.965312	-5.630486	-14.095350	6.992389	-3.194489	-12.667177	7.530697	-8.015355	-13.542171	4.629218	-5.404037	-14.225959	7.090368	-6.919168	-13.396099	5.940373	-3.340327	-12.101552	8.553223	-6.656942	-14.496467	7.458651	-5.418720	-14.081509	5.517262	-5.830715	-13.062904	5.254515	-8.779680	-14.270323	7.768556	-7.389295	-14.094958	6.413955	-4.997167	-13.709209	6.926754	-6.097228	-13.513652	6.103742
42	-6.698037	-13.733081	7.168243	-9.275840	-13.348719	6.318060	-9.653977	-13.424741	5.553984	-8.677457	-15.232536	6.212882	-8.515831	-12.778525	5.672042	-7.086750	-12.871298	6.593020	-8.115942	-13.046011	4.594786	-7.192752	-10.636474	4.299494	-8.692059	-13.409402	3.757258	-6.693153	-14.045909	6.408576	-4.192200	-12.874073	7.353277	-8.986470	-13.577892	4.472334	-6.363603	-14.226938	6.719574	-7.772505	-13.806239	6.077339	-4.418653	-12.191991	8.176331	-7.667127	-14.380074	6.982120	-6.290449	-14.061871	5.360217	-6.871179	-12.887236	4.845801	-9.755649	-14.240746	7.063424	-8.357730	-13.969763	6.066817	-5.862476	-13.784332	6.724523	-7.021839	-13.430761	5.760220
43	-7.854133	-13.529259	6.571760	-10.267952	-13.162970	5.657469	-10.607935	-13.188561	5.127587	-9.519777	-14.963862	5.596366	-9.456472	-12.711938	5.270318	-7.908617	-12.806327	6.246097	-9.055531	-13.080969	4.325496	-8.072626	-10.632530	3.971215	-9.619515	-13.299935	3.515988	-7.781082	-13.925397	5.796813	-5.162772	-13.028832	7.121281	-9.924269	-13.589885	4.269833	-7.279681	-14.153366	6.330699	-8.659413	-14.067981	6.090971	-5.523136	-12.207940	7.765689	-8.633061	-14.229500	6.541843	-7.186899	-13.964181	5.136273	-7.887956	-12.715652	4.438852	-10.695114	-14.129888	6.364552	-9.274105	-13.833795	5.716413	-6.705621	-13.793335	6.494114	-7.918023	-13.345567	5.435761
44	-8.990716	-13.279509	5.957942	-11.225266	-12.944692	5.016228	-11.497771	-12.972209	4.727129	-10.387680	-14.615138	4.894443	-10.371148	-12.625677	4.865786	-8.717254	-12.669359	5.854671	-9.967857	-13.100075	4.025434	-8.922673	-10.598058	3.664051	-10.500942	-13.154058	3.241058	-8.870612	-13.742718	5.179585	-6.101196	-13.116567	6.848997	-10.458192	-14.302408	5.120601	-8.164917	-14.010106	5.918840	-9.577503	-14.161530	5.952101	-6.638288	-12.153762	7.335712	-9.544271	-14.057456	6.133353	-8.100748	-13.782674	4.848487	-8.867665	-12.557576	4.055669	-11.604611	-13.947445	5.695750	-10.136173	-13.687205	5.359902	-7.550716	-13.731657	6.213789	-8.790611	-13.246469	5.128180
45	-10.088783	-13.010941	5.349322	-12.141369	-12.715115	4.414708	-12.329803	-12.777119	4.346020	-11.267192	-14.212591	4.150755	-11.253499	-12.521670	4.461669	-9.527450	-12.467062	5.415695	-10.856699	-13.103493	3.697060	-9.748232	-10.532829	3.371612	-11.337169	-12.977804	2.932357	-9.933906	-13.515993	4.581289	-7.013394	-13.129015	6.544872	-11.378481	-14.270545	4.824301	-9.032671	-13.807299	5.483191	-10.510056	-14.103255	5.675222	-7.740682	-12.044952	6.905539	-10.398498	-13.872169	5.744771	-9.012478	-13.531658	4.518519	-9.805212	-12.415243	3.707903	-12.481544	-13.717003	5.082566	-10.947798	-13.528893	4.989980	-8.415080	-13.600739	5.868820	-9.642736	-13.122612	4.834678
46	-11.136275	-12.743345	4.763330	-13.012023	-12.491162	3.865158	-13.115983	-12.601068	3.976796	-12.140887	-13.787878	3.414072	-12.101369	-12.401317	4.062713	-10.341220	-12.214251	4.935736	-11.726624	-13.091169	3.350761	-10.556957	-10.441010	3.088021	-12.132085	-12.778493	2.590847	-10.948323	-13.267220	4.020781	-7.914213	-13.065651	6.209391	-12.252409	-14.225712	4.507682	-9.892246	-13.558664	5.030888	-11.434491	-13.930346	5.300357	-8.810963	-11.899621	6.487958	-11.200363	-13.679333	5.360171	-9.901861	-13.237563	4.171183	-10.701804	-12.284063	3.399549	-13.319002	-13.462961	4.540282	-11.715130	-13.358231	4.600979	-9.303118	-13.411552	5.458532	-10.475336	-12.966891	4.551732
47	-12.128673	-12.486668	4.211277	-13.836552	-12.285122	3.373670	-13.871105	-12.437813	3.612806	-12.995625	-13.367885	2.721438	-12.914838	-12.266103	3.677406	-11.149864	-11.934898	4.429491	-12.582444	-13.059831	3.001583	-11.357645	-10.329946	2.807351	-12.892200	-12.564084	2.219225	-11.902925	-13.015439	3.505538	-8.819291	-12.934279	5.840764	-13.097167	-14.158469	4.168294	-10.747708	-13.279811	4.574357	-12.332874	-13.683738	4.868986	-9.838124	-11.733595	6.087769	-11.959362	-13.484838	4.965016	-10.759300	-12.929660	3.818083	-11.563274	-12.153867	3.127625	-14.113997	-13.202389	4.067255	-12.443982	-13.178037	4.195187	-10.208049	-13.184058	4.996309	-11.286888	-12.778489	4.275056
48	-13.066852	-12.245128	3.698671	-14.616940	-12.104895	2.943523	-14.609235	-12.280123	3.250636	-13.826099	-12.970914	2.093010	-13.694661	-12.117935	3.317937	-11.941525	-11.655327	3.915079	-13.428592	-13.004186	2.663512	-12.157793	-10.207844	2.522815	-13.625549	-12.343045	1.821861	-12.797699	-12.772624	3.033689	-9.735728	-12.750859	5.439501	-13.927725	-14.062723	3.807302	-11.599532	-12.986091	4.125331	-13.195966	-13.398077	4.412157	-10.818167	-11.559243	5.706460	-12.686669	-13.294975	4.550946	-11.591743	-12.634680	3.452349	-12.398133	-12.011903	2.882390	-14.868771	-12.945624	3.650144	-13.138577	-12.994943	3.785324	-11.118429	-12.940814	4.502414	-12.073309	-12.563766	4.000975
49	-13.954445	-12.021164	3.227132	-15.356943	-11.954641	2.576958	-15.339760	-12.125140	2.893655	-14.632323	-12.609447	1.538262	-14.441542	-11.959966	2.997714	-12.708322	-11.394196	3.407424	-14.268130	-12.919958	2.344037	-12.959270	-10.082042	2.228060	-14.340141	-12.123663	1.404291	-13.639176	-12.543306	2.600158	-10.661177	-12.535655	5.004484	-14.755328	-13.937306	3.426574	-12.446601	-12.690104	3.689682	-14.021588	-13.100381	3.951538	-11.751939	-11.385410	5.346452	-13.392389	-13.114570	4.119423	-12.419338	-12.372354	3.059138	-13.215298	-11.847889	2.649838	-15.589537	-12.699861	3.272090	-13.802215	-12.816711	3.389527	-12.024495	-12.698392	3.994642	-12.828820	-12.334510	3.726671
50	-14.795599	-11.816805	2.797043	-16.062166	-11.835694	2.273997	-16.065800	-11.975269	2.552200	-15.416705	-12.292828	1.061212	-15.155194	-11.798136	2.728165	-13.446793	-11.159711	2.917022	-15.102626	-12.806849	2.043534	-13.757389	-9.959417	1.919868	-15.042974	-11.913187	0.973105	-14.435806	-12.326601	2.201577	-11.589420	-12.307355	4.530212	-15.586386	-13.784836	3.030253	-13.287299	-12.400663	3.268120	-14.811105	-12.810925	3.503127	-12.644675	-11.216976	5.012137	-14.083548	-12.946261	3.681789	-13.263312	-12.150141	2.632586	-14.021328	-11.659253	2.417219	-16.283249	-12.470717	2.918681	-14.439312	-12.649035	3.023748	-12.920237	-12.464685	3.485096	-13.547793	-12.105206	3.449407
51	-15.592954	-11.634384	2.409870	-16.739307	-11.746802	2.030725	-16.786743	-11.835210	2.238573	-16.182472	-12.027230	0.662885	-15.834357	-11.641441	2.515029	-14.157323	-10.953301	2.450225	-15.931877	-12.669512	1.758637	-14.543920	-9.847633	1.600954	-15.739876	-11.717318	0.535353	-15.194992	-12.119600	1.836767	-12.513424	-12.081048	4.016071	-16.422087	-13.609949	2.627637	-14.119799	-12.124216	2.860098	-15.567169	-12.543521	3.078319	-13.505165	-11.055886	4.708578	-14.764446	-12.791609	3.254349	-14.129622	-11.963947	2.182494	-14.819943	-11.452782	2.175190	-16.956041	-12.262667	2.579644	-15.055668	-12.496264	2.697372	-13.803009	-12.242475	2.982722	-14.226169	-11.889865	3.166612
52	-16.347755	-11.476160	2.067406	-17.395233	-11.684053	1.839061	-17.499859	-11.709131	1.962142	-16.932276	-11.815779	0.343239	-16.477846	-11.499302	2.354931	-14.842772	-10.773766	2.009451	-16.753933	-12.517148	1.485094	-15.310948	-9.755502	1.281894	-16.435333	-11.539474	0.098561	-15.922766	-11.920763	1.504747	-13.422929	-11.869720	3.477011	-17.259239	-13.419758	2.230598	-14.941314	-11.866976	2.468063	-16.293844	-12.306198	2.683537	-14.343436	-10.903811	4.440381	-15.437510	-12.653299	2.852419	-15.004557	-11.805629	1.726339	-15.612626	-11.241051	1.916840	-17.611565	-12.078457	2.248181	-15.657731	-12.361706	2.413574	-14.671124	-12.033643	2.497706	-14.862040	-11.699830	2.876785
53	-17.059078	-11.344809	1.770623	-18.036301	-11.640409	1.687402	-18.201092	-11.600424	1.727398	-17.667164	-11.659140	0.102288	-17.085154	-11.378286	2.235965	-15.508142	-10.619120	1.593248	-17.565948	-12.361331	1.219755	-16.052914	-9.691802	0.980964	-17.132318	-11.381650	-0.329009	-16.623623	-11.731187	1.203958	-14.306118	-11.683616	2.939105	-18.091711	-13.224528	1.849667	-15.748183	-11.635930	2.097822	-16.997307	-12.102918	2.321590	-15.165610	-10.764322	4.210689	-16.103436	-12.534116	2.487707	-15.866953	-11.669890	1.278823	-16.399635	-11.037915	1.638232	-18.250748	-11.919292	1.921109	-16.251415	-12.248060	2.171023	-15.521999	-11.841357	2.043919	-15.455557	-11.543041	2.579267
54	-17.725855	-11.243708	1.517335	-18.666559	-11.606490	1.562475	-18.885077	-11.512366	1.534408	-18.385111	-11.556242	-0.059317	-17.656372	-11.281214	2.142487	-16.159575	-10.487334	1.196542	-18.365131	-12.213581	0.962133	-16.766644	-9.663465	0.720628	-17.831434	-11.245802	-0.736989	-17.299528	-11.555031	0.934260	-15.153105	-11.528956	2.425867	-18.911810	-13.035954	1.492302	-16.536526	-11.438321	1.758052	-17.685087	-11.935463	1.994311	-15.970603	-10.642710	4.019565	-16.761410	-12.435691	2.168134	-16.699974	-11.555457	0.848973	-17.179424	-10.856288	1.340032	-18.872425	-11.785722	1.599537	-16.840990	-12.156734	1.965235	-16.351397	-11.669970	1.637638	-16.008881	-11.423658	2.273582
55	-18.348763	-11.176401	1.300838	-19.287085	-11.572471	1.451802	-19.545612	-11.447296	1.379493	-19.080755	-11.505136	-0.141616	-18.192329	-11.208467	2.059157	-16.804119	-10.377216	0.812835	-19.148947	-12.083526	0.715352	-17.451851	-9.673058	0.519741	-18.530468	-11.135147	-1.112723	-17.949364	-11.398964	0.697982	-15.958502	-11.407536	1.949276	-19.711237	-12.865100	1.164630	-17.301575	-11.281097	1.459666	-18.364792	-11.803492	1.704861	-16.752573	-10.544362	3.862206	-17.409298	-12.358150	1.899379	-17.493244	-11.463230	0.442088	-17.948248	-10.706456	1.027732	-19.473845	-11.677974	1.288632	-17.428686	-12.088056	1.789586	-17.153290	-11.523651	1.293977	-16.525509	-11.341944	1.959639
56	-18.931395	-11.143600	1.111364	-19.894928	-11.531835	1.347917	-20.176582	-11.406146	1.255766	-19.746246	-11.502751	-0.147812	-18.695042	-11.159473	1.972463	-17.448322	-10.287527	0.438621	-19.914768	-11.977736	0.485588	-18.111763	-9.718417	0.384362	-19.225334	-11.053594	-1.441830	-18.569817	-11.269916	0.498470	-16.720314	-11.318992	1.510639	-20.481705	-12.720427	0.873294	-18.038958	-11.170464	1.213849	-19.040815	-11.704461	1.459156	-17.505096	-10.472441	3.729492	-18.043287	-12.302296	1.686572	-18.241623	-11.394287	0.062842	-18.700890	-10.594348	0.709396	-20.052160	-11.595458	0.996165	-18.014353	-12.041915	1.637602	-17.920221	-11.405834	1.023881	-17.009983	-11.295156	1.638634
57	-19.479273	-11.141558	0.938852	-20.483364	-11.485870	1.252100	-20.772329	-11.387887	1.154857	-20.373390	-11.543358	-0.088590	-19.168297	-11.132719	1.871635	-18.096888	-10.216480	0.075783	-20.659288	-11.899743	0.281245	-18.752262	-9.792746	0.305533	-19.911533	-11.004384	-1.709187	-19.157084	-11.173141	0.337225	-17.438406	-11.261816	1.106639	-21.215641	-12.607155	0.625925	-18.744921	-11.110524	1.027132	-19.712851	-11.635488	1.263169	-18.222845	-10.427651	3.609678	-18.658325	-12.269915	1.533387	-18.943464	-11.348550	-0.283548	-19.431171	-10.521315	0.394050	-20.605604	-11.536564	0.729854	-18.595207	-12.018228	1.505515	-18.643568	-11.318964	0.832690	-17.467386	-11.278180	1.314770
58	-19.997725	-11.164262	0.775714	-21.043299	-11.444927	1.173224	-21.328512	-11.390104	1.069830	-20.955093	-11.616945	0.015563	-19.617149	-11.125621	1.750359	-18.752153	-10.162280	-0.267820	-21.378302	-11.851256	0.112500	-19.378767	-9.887356	0.267644	-20.584990	-10.988897	-1.901582	-19.709105	-11.111991	0.211807	-18.113482	-11.233584	0.734192	-21.906223	-12.527710	0.430027	-19.417067	-11.101107	0.897279	-20.376759	-11.596090	1.118534	-18.901855	-10.408793	3.490977	-19.248899	-12.262325	1.439726	-19.599173	-11.325215	-0.591908	-20.131641	-10.484963	0.090969	-21.134892	-11.498564	0.496768	-19.166212	-12.016635	1.392638	-19.314478	-11.264721	0.718212	-17.902931	-11.285083	0.995723
59	-20.491209	-11.207340	0.617829	-21.566223	-11.423539	1.121446	-21.842340	-11.409553	0.996617	-21.486773	-11.708911	0.137367	-20.046804	-11.134235	1.609200	-19.413801	-10.123278	-0.580774	-22.066738	-11.833048	-0.009880	-19.993032	-9.992628	0.254272	-21.242500	-11.006016	-2.010160	-20.226078	-11.086652	0.115572	-18.746954	-11.231300	0.390864	-22.547934	-12.482085	0.290826	-20.054306	-11.136100	0.812962	-21.025629	-11.588323	1.021784	-19.540215	-10.413745	3.364111	-19.809734	-12.278670	1.400015	-20.209042	-11.322839	-0.857971	-20.794361	-10.480704	-0.190882	-21.642277	-11.477850	0.303032	-19.720840	-12.035414	1.299026	-19.925674	-11.243404	0.670173	-18.321135	-11.310133	0.693038
60	-20.963593	-11.267564	0.464524	-22.046524	-11.431553	1.102535	-22.313171	-11.442657	0.933972	-21.967432	-11.803040	0.250453	-20.462101	-11.153987	1.456570	-20.079178	-10.098263	-0.850683	-22.719307	-11.844509	-0.077481	-20.592230	-10.100124	0.252101	-21.881973	-11.052909	-2.032713	-20.711267	-11.092456	0.038667	-19.340860	-11.251534	0.074553	-23.137026	-12.469289	0.209157	-20.656515	-11.204181	0.758077	-21.651070	-11.614228	0.968486	-20.138391	-10.440139	3.223833	-20.337025	-12.314656	1.402846	-20.772823	-11.339288	-1.076988	-21.411900	-10.502974	-0.443761	-22.129963	-11.470243	0.154165	-20.252390	-12.070478	1.223972	-20.472269	-11.252816	0.671052	-18.725130	-11.348948	0.421285
61	-21.418615	-11.339231	0.319443	-22.482512	-11.469594	1.115199	-22.742144	-11.486094	0.882206	-22.399588	-11.885222	0.336445	-20.866766	-11.180309	1.306861	-20.744471	-10.087320	-1.066061	-23.330843	-11.882873	-0.087938	-21.169785	-10.203650	0.253712	-22.502007	-11.125395	-1.975001	-21.169821	-11.121038	-0.028607	-19.896805	-11.290515	-0.213907	-23.671860	-12.487517	0.180007	-21.224390	-11.292178	0.718583	-22.244116	-11.673140	0.955805	-20.699091	-10.485443	3.068149	-20.829588	-12.362790	1.433885	-21.290600	-11.371449	-1.243063	-21.978746	-10.545624	-0.661860	-22.598665	-11.471681	0.054465	-20.755676	-12.115649	1.166850	-20.953192	-11.287488	0.699321	-19.116674	-11.398382	0.196409
62	-21.859221	-11.414245	0.193695	-22.876392	-11.530115	1.152192	-23.131750	-11.536922	0.842224	-22.789690	-11.946712	0.387195	-21.263197	-11.210024	1.176771	-21.404764	-10.092419	-1.215837	-23.896406	-11.942850	-0.047208	-21.717146	-10.299649	0.258657	-23.101374	-11.218093	-1.850712	-21.608208	-11.162921	-0.091936	-20.416302	-11.344390	-0.469037	-24.153316	-12.533317	0.192875	-21.758411	-11.388491	0.685938	-22.796835	-11.760764	0.980590	-21.226616	-10.546952	2.897241	-21.289232	-12.414246	1.478942	-21.764078	-11.415892	-1.349875	-22.492233	-10.603030	-0.841898	-23.047922	-11.478938	0.006099	-21.228012	-12.164602	1.128326	-21.371023	-11.339498	0.734036	-19.496716	-11.455945	0.033273
63	-22.286978	-11.486321	0.104596	-23.232956	-11.602912	1.204561	-23.485592	-11.592459	0.814058	-23.147566	-11.985070	0.402927	-21.652224	-11.241532	1.080950	-22.054180	-10.115468	-1.291012	-24.411892	-12.016543	0.030967	-22.226238	-10.386902	0.271541	-23.677992	-11.324803	-1.679855	-22.033045	-11.210012	-0.152356	-20.901724	-11.409672	-0.681569	-24.584438	-12.600161	0.234236	-22.258062	-11.484535	0.656640	-23.303841	-11.868856	1.035913	-21.725016	-10.621911	2.713022	-21.720102	-12.461377	1.525471	-22.196634	-11.469458	-1.390988	-22.953075	-10.669852	-0.983306	-23.476259	-11.489746	0.008004	-21.669792	-12.212376	1.109932	-21.731897	-11.401654	0.758561	-19.865992	-11.518890	-0.057112
64	-22.702740	-11.553330	0.067401	-23.558460	-11.679035	1.265045	-23.808109	-11.649956	0.796608	-23.484549	-12.002625	0.388546	-22.033665	-11.274215	1.029486	-22.686174	-10.156782	-1.288668	-24.874937	-12.094673	0.128313	-22.691996	-10.465608	0.297641	-24.228518	-11.438657	-1.485754	-22.449707	-11.256237	-0.207271	-21.356617	-11.483314	-0.840380	-24.970411	-12.678736	0.290457	-22.722139	-11.574863	0.629936	-23.763723	-11.985428	1.109194	-22.197548	-10.707185	2.519957	-22.127655	-12.498651	1.563187	-22.592836	-11.529467	-1.361298	-23.365017	-10.741768	-1.087766	-23.882872	-11.502220	0.054565	-22.083918	-12.255888	1.112494	-22.044523	-11.468393	0.762838	-20.225657	-11.584713	-0.069306
65	-23.107040	-11.615291	0.086231	-23.859901	-11.752032	1.328237	-24.104736	-11.706466	0.787563	-23.811106	-12.003303	0.349754	-22.407278	-11.307885	1.026543	-23.293507	-10.215446	-1.214856	-25.286074	-12.169166	0.227362	-23.113441	-10.536810	0.340162	-24.748737	-11.552972	-1.291993	-22.861212	-11.298305	-0.252175	-21.785366	-11.562766	-0.934042	-25.317970	-12.759129	0.350199	-23.149607	-11.656294	0.605097	-24.178738	-12.097462	1.184983	-22.646511	-10.799258	2.324554	-22.517250	-12.523223	1.584350	-22.957821	-11.593716	-1.258668	-23.734140	-10.815231	-1.158767	-24.267702	-11.514465	0.135604	-22.474533	-12.293745	1.135280	-22.319626	-11.535919	0.743181	-20.577478	-11.651664	-0.004265
66	-23.500843	-11.671267	0.151326	-24.144114	-11.817683	1.389991	-24.382051	-11.759245	0.784100	-24.134636	-11.990830	0.291708	-22.773451	-11.342499	1.069436	-23.868364	-10.289811	-1.085718	-25.649071	-12.234834	0.315584	-23.494013	-10.601526	0.397953	-25.233912	-11.661847	-1.119146	-23.267851	-11.335986	-0.281613	-22.192701	-11.646562	-0.952622	-25.634367	-12.832865	0.406102	-23.540598	-11.727339	0.580484	-24.553799	-12.195712	1.251363	-23.074484	-10.893745	2.134487	-22.893017	-12.534169	1.584311	-23.297112	-11.659949	-1.086137	-24.067892	-10.887595	-1.200864	-24.631031	-11.524732	0.237028	-22.846046	-12.325832	1.175865	-22.568161	-11.601604	0.701389	-20.923565	-11.718946	0.130693
